comment_id,video_id,author_name,comment_text,like_count,published_at,sentiment_label,sentiment_score,raw_language,is_valid
Ugwl0abkbFz3EzCR4pV4AaABAg,B9LizOAAoLg,@AbhayPrajapati4546,Mr beast video kaise dalen Main dalta Hun to do teen subscriber aate Hain😮😮😮😮😮😮😮😢😢😢😢😮😮😢😮😮😮😢😢 please bataiye,0,2026-05-07T16:03:18Z,NEGATIVE,0.9780626893043518,,1
UgwLEsegjCqDCjcZhMZ4AaABAg,B9LizOAAoLg,@SHYAM_0089,Happy birthday bro 🎆 Mhuje world cup jana hai,0,2026-05-07T16:03:18Z,POSITIVE,0.9846855401992798,,1
UgxoefaH16e6F87Z3jh4AaABAg,B9LizOAAoLg,@SR_gaming_98,Happy Birthday sir My wish is to meet with you 😅🎉,0,2026-05-07T16:03:18Z,POSITIVE,0.9997404217720032,,1
UgwQtco1bz8HgPaza5t4AaABAg,B9LizOAAoLg,@DanishClips,My wish is pay my debt of almost 10k and starting a channel   Regarding subscription i have subscribed to you since you had 3 million subs😂,0,2026-05-07T16:03:18Z,NEGATIVE,0.9939372539520264,,1
Ugz9qwkK040ixxOvYKh4AaABAg,B9LizOAAoLg,@PankajSihag-u3z,Laptop on 29 may india,0,2026-05-07T16:03:18Z,POSITIVE,0.7641084790229797,,1
UgzStodNSn9CjTewkQV4AaABAg,B9LizOAAoLg,@Aalu-b6t,dude I like your videos plz can you gave me only 10000$ plzzzz,0,2026-05-07T16:03:19Z,NEGATIVE,0.837730884552002,,1
UgwSu07QgFIpdUv3P1F4AaABAg,B9LizOAAoLg,@SamosaComedyHouse,Mujhe ghumne ke liye paise chahie thi,0,2026-05-07T16:03:18Z,NEGATIVE,0.928504467010498,,1
Ugwvk8eXyI8FIDp9gZ54AaABAg,B9LizOAAoLg,@ibrasteurb8925,Happy birthday jimmy! I wish I can have my family beside me all the time !,0,2026-05-07T16:03:18Z,POSITIVE,0.9997268319129944,,1
Ugwkbm8-a2iub8fEn7R4AaABAg,B9LizOAAoLg,@dilrammeena4162,Be happy no wish ❤❤❤,1,2026-05-07T16:03:18Z,POSITIVE,0.9531949162483215,,1
UgyBFgUPtWnFRR7sPwN4AaABAg,B9LizOAAoLg,@Pro_Gamer5403,I want 10.000 dollars. Please.,1,2026-05-07T16:03:18Z,POSITIVE,0.5970925092697144,,1
Ugx-MKdp95MvPrrO0B14AaABAg,B9LizOAAoLg,@MKAutovlog1,Hi sir agar ap mera wish pura karna chahte hai toh mujh pe kafi lone  hai kya ap mera wish puri karenge 🙏,0,2026-05-07T16:03:18Z,NEGATIVE,0.9642229080200195,,1
UgzP_fdCt07A1Nr5QVd4AaABAg,B9LizOAAoLg,@Ritesh_ai_studio,Please Give Me Iphone 15,1,2026-05-07T16:03:17Z,POSITIVE,0.9516351819038391,,1
UgxgZa0k1bujnE4d_hh4AaABAg,B9LizOAAoLg,@sailmAil-f2m9g,ابي سياره,0,2026-05-07T16:03:17Z,POSITIVE,0.6523598432540894,,1
Ugw-NudCHI-EzUbnOwZ4AaABAg,B9LizOAAoLg,@itstimetorest,Pos dudo ganar algo pero li mayor deseo es tener una buena pc para jugar :'3,0,2026-05-07T16:03:17Z,NEGATIVE,0.9306356310844421,,1
Ugz6j7dlHX67bFIKv0B4AaABAg,B9LizOAAoLg,@afshanbhai1634,My wish iPhone 17 Pro Max❤,0,2026-05-07T16:03:17Z,NEGATIVE,0.906022846698761,,1
UgyfuL43nTMI054Z5l94AaABAg,B9LizOAAoLg,@Dominator-300,Happy Birthday jimmy 🎉🥳,0,2026-05-07T16:03:17Z,POSITIVE,0.9998413324356079,,1
UgytnaDxCoQFwDiIcaJ4AaABAg,B9LizOAAoLg,@VTX_vortyx38,Jimmy pls 500k dollars i like you :3,0,2026-05-07T16:03:17Z,POSITIVE,0.9979756474494934,,1
UgzkaFhxGexnaLWqKCd4AaABAg,B9LizOAAoLg,@Bksirrajput,Fee for college fee happy birthday to you Jimmy ❤❤❤❤🎉🎉🎉🎉🎉🎉,0,2026-05-07T16:03:17Z,POSITIVE,0.9951460957527161,,1
UgxpHm8vkGjVCdQQzi14AaABAg,B9LizOAAoLg,@cricketking-z007,I am from India give me phone 😢,1,2026-05-07T16:03:18Z,NEGATIVE,0.9647952318191528,,1
UgxOK2m8KCbcX8ey9B54AaABAg,B9LizOAAoLg,@austincroft2491,Purchase our MOBILE BBQ business so we can retire 🎉🎉,0,2026-05-07T16:03:17Z,NEGATIVE,0.9970875382423401,,1
UgzdVNOsMrQ__u3kqot4AaABAg,B9LizOAAoLg,@serkancinar4349,Bir EV,1,2026-05-07T16:03:17Z,NEGATIVE,0.7940229773521423,,1
UgwzSm53UabgyaJ-qeB4AaABAg,B9LizOAAoLg,@GudduKumar-c7r6n,Happy birthday 🎉,0,2026-05-07T16:03:17Z,POSITIVE,0.9998553991317749,,1
Ugz7JnP7-7jFETF6ttF4AaABAg,B9LizOAAoLg,@AhmedSakr-r9r,I want the best laptop gaming in the world,0,2026-05-07T16:03:16Z,POSITIVE,0.9993911981582642,,1
UgxtSZPGxIGlBaXnQrB4AaABAg,B9LizOAAoLg,@sergiobm_459,"Happy birthday Jimmy, My greatest wish is to own a house",0,2026-05-07T16:03:16Z,POSITIVE,0.9998190999031067,,1
UgybhZZsiNq6T1fE-OZ4AaABAg,B9LizOAAoLg,@black-spidy0,I Just need a thousand dollars  This Saturday is my birthday may 9 I'm from Nigeria,0,2026-05-07T16:03:16Z,NEGATIVE,0.9825899004936218,,1
Ugwc3tam_PQfz88pgoh4AaABAg,B9LizOAAoLg,@RanjanKumar-p9v4s,😅 mrbeast chocolate 🍫 ten😊,0,2026-05-07T16:03:16Z,NEGATIVE,0.9799292683601379,,1
UgzHM-T0lfJBWAV72Od4AaABAg,B9LizOAAoLg,@rankeshsapkota5849,happy birthday       Give me  30 thousand  dollar😊,0,2026-05-07T16:03:16Z,POSITIVE,0.9997448325157166,,1
Ugxvr3E0IH8YniRZNFF4AaABAg,B9LizOAAoLg,@Tfi_memeverse,An cricket kit 🎉,0,2026-05-07T16:03:16Z,POSITIVE,0.6303278207778931,,1
UgwuptsZBaWzILSxWs54AaABAg,B9LizOAAoLg,@ATGYT330,Can we all agree that Jimmy is the only one on this planet who is granting US wishes on HIS birthday 💀,1,2026-05-07T16:03:16Z,NEGATIVE,0.7857731580734253,,1
Ugz73IFrHgkbkdMXmN54AaABAg,B9LizOAAoLg,@MGZ_Plays,Plz,0,2026-05-07T16:03:16Z,NEGATIVE,0.900829017162323,,1
UgwIQg0o3j989neWmg54AaABAg,B9LizOAAoLg,@SafaSadik-h1g,1000 dollars plis 🎉,0,2026-05-07T16:03:16Z,POSITIVE,0.768708348274231,,1
UgzD25GYWMF16dI0xbF4AaABAg,B9LizOAAoLg,@k_simon1,"Can I send my trc20 address😢 Brooo like I love you, from Nigeria🪞🥹",1,2026-05-07T16:03:16Z,POSITIVE,0.9967911839485168,,1
UgzotUxxoYg8aFC-Lbl4AaABAg,B9LizOAAoLg,@Adnan_sami-a3q,Gift me a camera because I want to be a YouTuber like you.,0,2026-05-07T16:03:16Z,POSITIVE,0.9921430349349976,,1
UgwRFshFUxvxjP3gtgJ4AaABAg,B9LizOAAoLg,@talkswithmannat,"He don't  see the comments of their subscribers, how wish will be fulfilled.",0,2026-05-07T16:03:16Z,NEGATIVE,0.9969723224639893,,1
UgzzkO7_OK0HRkR-0Bt4AaABAg,B9LizOAAoLg,@Nayakaclips,Happy Birthday mr beast❤,0,2026-05-07T16:03:16Z,POSITIVE,0.9998327493667603,,1
UgwGpLpgavYbY7TlJul4AaABAg,B9LizOAAoLg,@Irelandandthai,Cheese,0,2026-05-07T16:03:16Z,NEGATIVE,0.9940457344055176,,1
UgyVldiEdKSDD_p3nap4AaABAg,B9LizOAAoLg,@Spooky_PumpkinYT,I want you to send me 6900 dollars,1,2026-05-07T16:03:16Z,NEGATIVE,0.9767838716506958,,1
Ugx_V4rws0yXdG5UlGZ4AaABAg,B9LizOAAoLg,@cokohonza,I wish to get skoda enyaq car in RS,1,2026-05-07T16:03:16Z,NEGATIVE,0.9936736822128296,,1
UgxriSEnaLfISqeR7Gl4AaABAg,B9LizOAAoLg,@mikeyoder3513,I wasn't a camper van,0,2026-05-07T16:03:16Z,NEGATIVE,0.9851700663566589,,1
Ugzbqoci9HuUI0CLaIx4AaABAg,B9LizOAAoLg,@MdJihan-u7p3c,Happy birthday Jimmy 🎉🎉🎉🎉🎉 I want a ps5 disc adition plssssss,0,2026-05-07T16:03:16Z,NEGATIVE,0.8777592182159424,,1
UgxPlRCLE7CzNXCglEJ4AaABAg,B9LizOAAoLg,@CristianStoica-u8t,Y wish a good pc gamer pls.,0,2026-05-07T16:03:16Z,POSITIVE,0.9925919771194458,,1
UgzT4ESmgFh3QTLjkmx4AaABAg,B9LizOAAoLg,@ignaciofecha3259,"Hello MrBeast. Happy Birthday, 100,000 dollars. Greetings from Argentina",0,2026-05-07T16:03:16Z,POSITIVE,0.9997687935829163,,1
UgwRY3kFwjJdrDV83bt4AaABAg,B9LizOAAoLg,@juanwiebeb,"My wish is to have $50,000 to pay my debts.",0,2026-05-07T16:03:16Z,NEGATIVE,0.9968153834342957,,1
Ugx307Mi4_XPyFQRU_R4AaABAg,B9LizOAAoLg,@sebastijan399,I wish for the best gaming pc posibble with the best monitor and best mouse and keyboard with best michrophone and headseat and also 15000€ worth of steam giftcards,0,2026-05-07T16:03:16Z,POSITIVE,0.9991881251335144,,1
UgyJ9cvkq9Rfy4Schch4AaABAg,B9LizOAAoLg,@أميرالناجي-ق7ز,حلم حياتي هوا امتلاك لامبورجيني واذا لا فاريد المعدات لانني سابدأ قريباً,1,2026-05-07T16:03:16Z,NEGATIVE,0.5481229424476624,,1
Ugy15XnHdrVPgWtj-tx4AaABAg,B9LizOAAoLg,@DGN-y2m,"Youtube ke liye ek phone , laptop aur mic plese Mr Beast",0,2026-05-07T16:03:16Z,NEGATIVE,0.9757322072982788,,1
UgxOttVCOcuydP7cnL54AaABAg,B9LizOAAoLg,@thuynguyenanh8965,Happy birthday to you ❤❤❤❤❤❤,0,2026-05-07T16:03:16Z,POSITIVE,0.9998599290847778,,1
Ugy7KJ6MEpHf5ov_8NN4AaABAg,B9LizOAAoLg,@ibrhm2452,Yeni doğacak çocuğumun geleceğini inşa etmek için 50.000$ hayal ediyorum. Lütfen 😊,0,2026-05-07T16:03:16Z,NEGATIVE,0.9907349348068237,,1
Ugx4XKPVJJKoX5XPT9p4AaABAg,B9LizOAAoLg,@greengrass5924,I just want 10k that's life-changing for everyone.. We just want to be happy,0,2026-05-07T16:03:15Z,POSITIVE,0.9996585845947266,,1
UgxUPwZ-BS294DSYcuV4AaABAg,B9LizOAAoLg,@BuzzVibeshorts-u1y,Japan Trip 🎉 happy birthday Jimmy,0,2026-05-07T16:03:15Z,POSITIVE,0.9996213912963867,,1
UgwXgzOuwjE4OE_MhGN4AaABAg,B9LizOAAoLg,@רומןגולדין,I want 1m dollars,0,2026-05-07T16:03:15Z,NEGATIVE,0.9881823658943176,,1
Ugz5UetyEQp4nCb69KF4AaABAg,B9LizOAAoLg,@adelhimo8805,I want 10000$ pls ❤🙏,0,2026-05-07T16:03:15Z,NEGATIVE,0.9968287348747253,,1
UgwiKqp14QDwLsVV1GN4AaABAg,B9LizOAAoLg,@NandhakumarSelvaraj-rx4iw,Happy Birthday 🎉🎉 may be 10k $,0,2026-05-07T16:03:15Z,POSITIVE,0.9949380159378052,,1
Ugwb2ZMQxvZ0ru93z1R4AaABAg,B9LizOAAoLg,@reelsf.actor.y,I want ps5,0,2026-05-07T16:03:15Z,POSITIVE,0.908588707447052,,1
UgwGivL7PfHq91AFXkJ4AaABAg,B9LizOAAoLg,@lokeshlankipalli07,Welcome to *29 MrBeast*,1,2026-05-07T16:03:15Z,POSITIVE,0.9988619089126587,,1
Ugxe0oHgAkXjsjZoHGh4AaABAg,B9LizOAAoLg,@Nikhil.MNikhil-v5u,Happy Birthday Jimmy,0,2026-05-07T16:03:15Z,POSITIVE,0.9998648166656494,,1
UgziFi4tlBdt41iorSh4AaABAg,B9LizOAAoLg,@JySteez,Me plssss a ticket or gear I want the soccer game ticket because I reallllly want to see my favorite players play irl and I want the gear because I want to make high quality videos I already started but my videos are really low quality so plssss see this 🥺,1,2026-05-07T16:03:15Z,NEGATIVE,0.9977849125862122,,1
Ugw8RBZq5YgcSpmCzKV4AaABAg,B9LizOAAoLg,@adarshmakulkr9646,Happy birthday please give me 2000 because my colleage fees,0,2026-05-07T16:03:15Z,POSITIVE,0.998514711856842,,1
UgxQ6GWTOoOYOZCyBc94AaABAg,B9LizOAAoLg,@RajuRay-vi5kc,Happy Birthday Radha Rani bless you mujhe ek ghar chahiye,0,2026-05-07T16:03:15Z,POSITIVE,0.9997221827507019,,1
UgxvKZPxIyKyTnf7vuF4AaABAg,B9LizOAAoLg,@thokchom_67,I wanna start moto vlogging but i dont have any go pro nor a proper phone to record any video plz help me man,0,2026-05-07T16:03:15Z,NEGATIVE,0.999595582485199,,1
UgwVD0oRx_Tges9m1bl4AaABAg,B9LizOAAoLg,@يوسفأبوريه-د4ت,اريد عشر الاف دولار 😢,0,2026-05-07T16:03:15Z,NEGATIVE,0.5696239471435547,,1
Ugysh_5GFDNOCxaXo7x4AaABAg,B9LizOAAoLg,@srinadhyasam09,Bro give some clg fees amount please give me 🎉🎉🎉,0,2026-05-07T16:03:15Z,NEGATIVE,0.8366102576255798,,1
Ugz26rUz1_4qAceHuEt4AaABAg,B9LizOAAoLg,@DarkSpiderr21,YouTube ❤,0,2026-05-07T16:03:14Z,POSITIVE,0.759427011013031,,1
Ugxhsjz28uylP2aproF4AaABAg,B9LizOAAoLg,@RojasHD-w5w,Happy Birthday Jimmy❤,1,2026-05-07T16:03:14Z,POSITIVE,0.9998553991317749,,1
UgyD8-kKgT57Ovq_rPN4AaABAg,B9LizOAAoLg,@ArslanArshad-p1r,Happy birthday day I am very excited🎉🥳🤩,1,2026-05-07T16:03:14Z,POSITIVE,0.9998036026954651,,1
UgylL4ttB2uytP1qofp4AaABAg,B9LizOAAoLg,@pineappla_pine,HAPPY BIRTHDAY I don't need anything just ur cool vids:),0,2026-05-07T16:03:14Z,POSITIVE,0.9988994598388672,,1
UgynX0JjCveXhpJBjFZ4AaABAg,B9LizOAAoLg,@AbdulBasit-tc2cy,10 k,0,2026-05-07T16:03:14Z,POSITIVE,0.9307499527931213,,1
UgyKQ90CyTjdDUi4Nhd4AaABAg,B9LizOAAoLg,@maximilianomejiarosas11,Al mundial,0,2026-05-07T16:03:14Z,NEGATIVE,0.940309464931488,,1
UgzYywwaVPjRAPwjXn94AaABAg,B9LizOAAoLg,@saurabhrajput2286,Happy birthday jimmy,0,2026-05-07T16:03:14Z,POSITIVE,0.9998648166656494,,1
UgwaeZbJS4obaXVBkYJ4AaABAg,B9LizOAAoLg,@Brokenツ-r1x,Send me 10000 $ dollar please bro ❤,0,2026-05-07T16:03:15Z,NEGATIVE,0.9637007117271423,,1
Ugx6JsLnwY7a3tk9tuN4AaABAg,B9LizOAAoLg,@SilaréAchile,Happy birthday Mrbeast! My dearest wish is to realize my project.,0,2026-05-07T16:03:14Z,POSITIVE,0.999658465385437,,1
UgwHBm3ZE6RgQ-H58I14AaABAg,B9LizOAAoLg,@khoaviet1408,Tôi muốn đc tặng bộ đồ nghề để làm youtube,0,2026-05-07T16:03:14Z,NEGATIVE,0.9665760397911072,,1
UgylKTNeb01T-5VYUr14AaABAg,B9LizOAAoLg,@Kulu93,Happy Birthday Sir..U did many Good things 🎉..,0,2026-05-07T16:03:14Z,POSITIVE,0.9998435974121094,,1
UgwrB9NXzCk5IUVjthd4AaABAg,B9LizOAAoLg,@UsaidSafdar-e2f,Can you give a car 🎂🎂🎂🎈🎈🎈🎈🎈,0,2026-05-07T16:03:13Z,POSITIVE,0.9518021941184998,,1
UgzGCN8TDVLUwzkuUGR4AaABAg,B9LizOAAoLg,@Ulja.5,С днём рождения 🎉 мечтаю о поездке в Стамбул❤️‍🔥,0,2026-05-07T16:03:14Z,NEGATIVE,0.7513959407806396,,1
UgxqLSZnZEw2cypUTFR4AaABAg,B9LizOAAoLg,@jdvlogs7227,"HAPPY BIRTHDAY JIMMY... I'll be coming to America in the next 5 days and I have a cart of stuff I wanted to buy and I hope you can grant my wish of clearing this cart for me😂  1. M5 Pro MacBook Pro 16"" in Silver with 2TB of storage & 48GB of RAM. ($3499) 2. iPhone 17 Pro Max in Silver with 2TB. ($1999) 3. iPhone 17 Pro Max in Orange with 1TB. ($1599) 4. iPhone 17 in Sage with 512GB. ($999) 5. Apple Watch Ultra 3 in Natural Finish with Titanium Milanese Loop. ($899)",0,2026-05-07T16:03:13Z,NEGATIVE,0.9798418283462524,,1
Ugwqau3QXhGyoebXQkh4AaABAg,B9LizOAAoLg,@Newsopros-f5l4j,Meet MrBeast,1,2026-05-07T16:03:13Z,POSITIVE,0.9960683584213257,,1
UgzLDtU622Yqfh4lRUJ4AaABAg,B9LizOAAoLg,@narezki_2211,"Hi Jimmy, congratulations. I do not know if you will notice or not, but I want a laptop.",0,2026-05-07T16:03:13Z,POSITIVE,0.9977363348007202,,1
UgypR7rLNBrRSUX0f4d4AaABAg,B9LizOAAoLg,@burhanmustan688,Happy birthday Jimmy 🎉 the only wish you can grant me is for me to have the proper gear to start a YouTube channel,0,2026-05-07T16:03:13Z,NEGATIVE,0.9355712532997131,,1
UgzAhNNliVwAzBdYncl4AaABAg,B9LizOAAoLg,@Lena-t4x,iphone 15,0,2026-05-07T16:03:13Z,POSITIVE,0.9606201648712158,,1
UgyGKmCrO-kmVIIPEVl4AaABAg,B9LizOAAoLg,@ViníciusJacobs-n2j,MrBeast me dá uma casa própria meu sonho,0,2026-05-07T16:03:13Z,NEGATIVE,0.9784165620803833,,1
UgwkI8s5QItqaB8-X_R4AaABAg,B9LizOAAoLg,@rip93ford,I wish for my mortgage to be paid in full!,0,2026-05-07T16:03:13Z,NEGATIVE,0.9985125660896301,,1
Ugwi6xhZeHDv3uvRj794AaABAg,B9LizOAAoLg,@arenabanth,Pls pay for my school,0,2026-05-07T16:03:13Z,NEGATIVE,0.9853526949882507,,1
Ugw0qn42YrtZic_dqdh4AaABAg,B9LizOAAoLg,@OmkarBhai-t6v2r,Happy birthday bhaiya,0,2026-05-07T16:03:13Z,POSITIVE,0.999847412109375,,1
UgxSCMNaWDEGDDX78AF4AaABAg,B9LizOAAoLg,@pogo6090,I wish to have a  perfume collection,0,2026-05-07T16:03:13Z,NEGATIVE,0.5011044144630432,,1
UgzLAo2Of5EpZ7InEoB4AaABAg,B9LizOAAoLg,@ALIRAZAALIRAZA-j6y,one bike❤❤,0,2026-05-07T16:03:13Z,POSITIVE,0.8079730272293091,,1
